conversation,agency
"user: Tere! Ma saan aru, et id.ee veebileht kogub külastajate kohta andmeid. Kas on võimalik teada, millist teavet täpselt kogutakse, kui ma veebilehele saja.
assistant: Tere! Jah, seda on võimalik. Kui külastate id.ee veebilehte, kogume teie arvuti või arvutivõrgu internetiaadressi (IP-aadressi), lehekülje, mida külastasite, teie arvuti veebilehitseja ja operatsioonisüsteemi ning külastamise aja. Me ei seota IP-aadressi isikut tuvastava teabega, vaid kogume selle kohta, millist veebilehe osa külastate ja kui kaua seal viibite. See on täiestelt külastusstatistika jaoks.",output_ID.ee
"user: Tere! Ma arvan, et saan nüüd oma ID-kaardi kasutada internetis, aga ma ei ole kindel, kuidas kontrollida, et minu sertifikaadid on kehtivad. Kas on midagi oluline, mida pean teadmas?
assistant: Tere! Päevas! Jah, oma ID-kaardi sertifikaadid on olulised, et seda kasutada. Sa saad sertifikaatide kehtivuse kontrollida DigiDoc4 rakenduses. See on lihtne: avad DigiDoc4, vali menüüst „Minu eID”, ja siis kontrollid sertifikaadi staatust. Palju lihtsam, kui arvatakse!",output_ID.ee
"user: Tere! Kas te oskate öelda, kus Kuressaare politseijaoskonn asub?
assistant: Muidugi! Kuressaare politseijaoskonn asub Transvaali 58, Kuressaare. See on väga mugav koht, sest sinna on lihtne jõuda bussiga. Kas te soovite teada, millise peatuses on see?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Kas te saate rääkida sellest RIA DigiDoc mobiilirakendusest, mida ID.ee teeb?
assistant: Muidugi! RIA DigiDoc on mobiilirakendus, mis on mõeldud ID-kaardi, Smart-ID ja mobiil-ID abil dokumentide digitaalse allkirjastamisele. See on tasuta saadaval App Store'ist ja Google Play poest. Kas te olete huvitatud teadma, mida sellega saab teha?",output_ID.ee
"user: Tere! Ma kuulen palju telefoni- ja koduuksemüüki kohta. Mis on kõige tähtsam, mida ma peaks teadma, kui mulle heljutakse või kui kellegi koduuksel kohtan?
assistant: Tere! See on hea küsimus. Oluline on teada, et telefoni- ja koduuksemüük on eriti tähelepanuta nõudmise puhul erinev tavalisest poes ostmisest. Peamine on see, et telefoni teel sõlmitud leping on siduv ainult siis, kui kaupleja on edastanud lepingu tingimused kirjalikult ning Sa oled kinnitanud oma tahet kirjalikus vormis. Koduuksemüügi puhul peab kaupleja andma Sulle taganemise juhendi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus elamisloa kohta. Mis juhtub, kui mu elamisluba, mis on mul täisealise lapsega siia pere juurde elama asumise põhjal, lõppeb?
assistant: Tere! Kui sinu elamisluba lõppeb, saad Eestisse jääda veel kuni 270 päeva. Sel ajal on sul ka võimalus Eestis töötada. See on tähtis teada, et saaksid asjad korralikult planeerida.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma planeerin oma maja lähedusse mänguväljaku ehitada, ja see jääb lähedale raudtee rööbastele. Kas ma pean selle kohta kellegi nõusolekut küsima?
assistant: Tere! Jah, te pole päris kindel, aga väga tõenäoline, et peate. See võiks olla seotud raudtee kaitsevööndi reeglitega. Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) on selle valdkonna eest vastutav. Mänguväljak, eriti kui see on piireteta ja seal võib olla palju lapsi, võib tekitada olukordi, kus lapsed ei pane rongile tähelepanu. Seega on oluline kindlaks teha, kas mänguväljak jääb kaitsevööndisse ja siis TTJAlt nõusolekut küsida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et piiripunktides ei ole alati politseinikke. Kas see on tõsi?
assistant: Jah, see on õige. Politseiametnikud ei viibi piiripunktides alaliselt. Piirikontrolli teostamine toimub väljakutsel.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et kasutasin RIA DigiDoc'i mobiilirakendust. Kas teil on teada, kas see on hästi ligipääsetav? Või on mõnes peast kohas probleemid?
assistant: Tere! Jah, RIA DigiDoc mobiilirakendus on mõeldud olema ligipääsetav. Kuid seegi, et see on täielikult hea, on keeruline. Teatetes on kirjas, et osa funktsioonidest ei vasta täielikult WCAG 2.1 AA suunistele. Palju on parameetreid, millele on vaja tähelepanu pöörata. Näiteks on osa väljade kontrastsus väga väike. Kas te seda rakendust just kasutasite ja tekkis teil midagi?",output_ID.ee
"user: Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) jälgib meediateenuseid. Mis täpselt see tähendab? Kas nad jälgivad ka välismaa telekanaleid?
assistant: Tere! TTJA jälgib meediateenuseid, kes on saanud tegevusloa Eestist. See tähendab, et nad kontrollivad nende tegutsemist, et see oleks kooskõlas Eesti seadusandlusega. Välismaa telekanaleid nad ei jälgi, kui need pole Eestist loa saanud. Saate nimekirja väljastatud tegevuslubadest siit: /ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma saan aru, et digiallkirjastamine on tähtis. Aga mis see .bdoc ja .asice vahetus täpselt tähendab? Ma näen ka mõlemat laiendit.
assistant: Tere! Väga hea küsimus. Peen, et täheldasid neid erinevaid laiendeid. Peen, et digiallkirjad on Eestis väga üldlevinud. .bdoc ja .asice on kaks erinevat allkirjaformaati, mida kasutatakse digiallkirjastatud dokumentides. Aluperes kasutati Eestis .bdoc-formaati, aga nüüd on eelistatud .asice.",output_ID.ee
"user: Tere! Ma olen välismaalane ja plaanin Eestis füüsilisest isikust ettevõtjana (FIE) alustada. Kas sa saaksid mulle rääkida, millised on elamisloa tingimused selleks?
assistant: Tere! Jah, muidugi. Elamisluba ettevõtluseks FIE-le on võimalik saada, aga on ka mitmeid tingimusi. Kõigepealt pead Eestisse investeerinud vähemalt 16 000 eurot oma ärisse. Veel pead olema Äriregistris registreeritud FIE-na.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et mul on probleeme oma ID-kaardi PIN ja PUK koodidega. Kas saaksite mind aidata?
assistant: Tere! Muidugi, ma saan teid aidata. Kui te probleeme PIN ja PUK koodidega näete, on oluline need kohe vahetada. Soovitame seda teineteise vastu vahetada kohe - näiteks, kui valitud koodid on meeles, saate need muuta DigiDoc4 rakenduses. Kas te olete juba proovinud PIN koodi muuta DigiDoc4 kaudu?",output_ID.ee
"user: Tere! Ma arvan, et ma pean ID-kaardi kasutama oma arvutis. Mis ma peaksin tegema?
assistant: Tere! Hea küsimus. Kui soovite ID-kaardi oma arvutis kasutada, siis kõigepealt pead ID-tarkvara paigaldama. See on väga oluline, et ID-kaart arvutis töötaks. Kas teil on praegu mingi operatsioonisüsteem arvutis? Näiteks Windows, macOS või Linux?",output_ID.ee
"user: Tere! Ma ei ole päris kindel, mis Mobiil-ID on. Kas see on midagi sarnast ID-kaardile?
assistant: Tere! Jah, Mobiil-ID on täpselt nii nagu ID-kaart, aga see on digitaalne ja see on seotud sinu nutitelefoniga. See on SIM-kaardi põhjal toimiv digitaalne isikutunnistus. Politsei- ja Piirivalveamet väljastab selle sertifikaadid. Kas sa mõtled, mis see täpselt teeb?",output_ID.ee
"user: Tere! Ma ei ole päris kindel, kuidas mobiil-ID töötab. Kas ma pean mingi eraldi seadme hankima, et seda kasutada?
assistant: Tere! Ei pea. Mobiil-ID töötab nii arvutis, tahvelarvutis kui ka mobiiltelefonis. Pea kõik suuremad e-teenused, mis pakuvad ID-kaardiga sisenemise võimalust, toetavad seda. Kui sa tead oma mobiil-ID PIN-koode, siis saad neid kasutada!",output_ID.ee
"user: Tere! Ma olen kuulnud, et Tarbijakaitseamet järelvalve teenuste ohutuse suhtes. Mis see tähendab tegelikult? Mis on minu õigused teenusena kasutades?
assistant: Tere! See tähendab, et teenuseid peab osutatama nii, et need vastaksid kehtestatud nõuetele. Kui erinõudeid ei ole, siis ei tohi teenuse sihipärane kasutamine ohustada sinu elu, tervist või vara. Sul on õigus saada infot teenuse kohta – nii suuliselt kui kirjalikult. Näiteks kasutusjuhendid, lepingud jne. Peamine on, et sa aru saaksid, kuidas teenust kasutada ja millised riskid sellega võivad kaasneda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen huvitatud Politsei- ja Piirivalveameti riigihanketest. Kust ma nende kohta infot leian?
assistant: Tere! Kõik Politsei- ja Piirivalveameti hanketeated ja riigihangete aruanded on kättesaadavad riigihangete registri veebilehelt: https://riigihanked.riik.ee/. Seal leiad infot erinevate hankete kohta.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et Eestis on tegemisel muutusi tele- ja raadioringhäälingu osas. Mis on kõige olulisem asi, mida tarbijana tulema peab?
assistant: Tere! Üks olulisem muutus on üleminek täielikult kõrgresolutsiooniga (HD) pildikvaliteedile DVB-T2 standardil. See tähendab, et kui teil on vana teler, mis ei toeta DVB-T2-d, peate ehk hankima uue või lisades digiboksi, et HD kvaliteediga programme näha.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma lugesin, et politsei teab avalike koosolekute kohta palju. Mis siis täpselt avalik koosolek on?
assistant: Tere! Hea, et küsisid. Avalik koosolek on inimeste kogunemine avalikus kohas ühise eesmärgiga. See võib olla näiteks väljaku, pargi, tee või tänava peal toimuva koosoleku, demonstratsiooni, miitingu, piketi, religioosse ürituse või rongkäigu vormis.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et raadio ja tele ringhäälingu jaoks on vaja luba. Kust ma alustan?
assistant: Tere! Jah, see on õige. Raadioringhäälingu jaoks pead tavaliselt kõigepealt taotlema raadioteenuse tegevusluba. Saad selle kohta rohkem infot selle lingi kaudu: https://ttja.ee/ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kas te muldite, kuidas avalikku üritust korraldada Eestis? Aga täpselt Politsei- ja Piirivalveameti poolt.
assistant: Tere! Muidugi, ma saan teid selles aidata. Avaliku ürituse korraldamiseks peate esmalt konsulteerima kohaliku omavalitsusega, kelle piires soovite ürituse korraldada. Nad annavad luba ja hindavad, et üritus ei põhusta probleeme. Nende koduleht on parim koht, et leida nende kontaktid ja taotlusvormi. Kas soovite teada, mis need nõuded kohalikel omavalitsustel on?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma saan aru, et ma saan ID-kaardi abil eesti e-teenuseid kasutada. Aga kust ma saan alustada? Mis on kõige olulisem?
assistant: Tere! Hea küsimus! Alustamine ID-kaardi abil eesti e-teenuste kasutamisega on suhteliselt lihtne. Kõige olulisem asi on sellega, et pead paigaldama ID-kaartide tarkvara oma arvutile. Seda saab alla laadida ja paigaldata ID-kaardi ametlikult veebilehe kaudu: [https://www.id.ee/artikkel/paigalda-id-tarkvara](https://www.id.ee/artikkel/paigalda-id-tarkvara). Kas sa kasutad Windowsi, macOSi, Linuxi või Midigate? See aitab mul soovitada kõige sobivama versiooni.",output_ID.ee
"user: Tere! Olen kuulnud, et Politsei- ja Piirivalveamet on saanud raha piiriehituse jaoks. Kas see on tõsi?
assistant: Jah, see on tõsi! Politsei- ja Piirivalveamet on saanud toetust piiriehituse rahastamiseks Euroopa Liidu Sisejulgeolekufondi välispiiride ja viisade rahastamisvahendist perioodil 2014-2020.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et Tarbijakaitse Amet teeb elektriohutusega seotud asjadel palju tööd. Mis see tähendab tegelikult, kui ma olen tavaline inimene ja elan oma majas?
assistant: Tere! Jah, me teeme. Põhiliselt tähendab see, et me tahame tagada, et teie maja elektripaigaldised on ohutud ja vastavad nõuetele. See tähendab, et kui te kasutate elektriseadmeid, siis peaks see olema tehtud nii, et see ei ohusta teie elu, tervist, vara ega keskkonda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et Tarbijakaitseamet jälgib isikukaitsevahendite ohutust. Kuidas see täpselt toimib?
assistant: Tere! See on õige. Meie amet jälgib isikukaitsevahendite ohutust peamiselt Euroopa Parlamendi ja Nõukogu määruse (EL) 2016/425 alusel. See määrus reguleerib isikukaitsevahendite nõuetele vastavust ja ohutust kogu ELis.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mis on selle dokumendi peamine eesmärk?
assistant: Dokumendi peamine eesmärk on kirjeldada mõõtevahendite direktiive ja märgistamist, mis vastavad Euroopa Liidu õigusaktidele. See hõlmab mitmeid direktiive, mis reguleerivad erinevate mõõtevahendite, nagu elektriarvestid, pikkusmõõdud ja rehvimanomeetrid, standardeid ja kontrolli.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et ma saan nüüd Mobiil-ID'd, aga pole päris kindel. Mis see üldse on ja kuidas seda kasutada?
assistant: Tere! Mobiil-ID on digitaalne identifikaator, mis võimaldab tegeleda mitmete võrguteenustega elektrooniliselt, näiteks sularahata maksed või e-krediit. See on nagu digitaalne isikutunnistus. Seda kasutamiseks vajad Mobiil-ID sertifikaadi, mis on kehtiv 5 aastat. Seda saab kontrollida oma mobiilsideoperaatori iseteeninduses.",output_ID.ee
"user: Tere! Olen kuulnud, et e-residensi saamine on Venemaa ja Valgevene kodanikele muutunud keerulisemaks. Kas see on tõsi?
assistant: Jah, see on tõsi. Alates 11. märtsist 2022 on esmakordselt Venemaa ja Valgevene kodanikele e-residensi taotlusi enam rahuldatud ei saa. See on seotud Ukraina sõjaga ja on osa rahvusvahelistest sanktsioonidest.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus laenude kohta. Ma nägin, et TTJA leheküljel on kirjutatud vastutustundliku laenamise põhimõtted. Mis see tähendab ja kuidas see mind puudutab?
assistant: Tere! Vastutustundliku laenamise põhimõtted tähendavad, et nii laenuandjad kui ka tarbijad peavad teatud reeglitele järgima. Laenuandjad peavad hindama sinu maksevõimet ja pakutama sulle sobivat lahendust, samas pead sina olema aus oma väljaminekute kohta. Põhimõte on, et laen ei tohiks olla sulle üle jõu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus. Kui saan teada, et minu ID-kaart on kadunud, mida peaks tegema?
assistant: Tere! See on murettekitav. Palun mõelge kõigepealt läbi, kas olete seda äsja kasutanud ja kas olete seda tavapärasest veidi erinevasse kohta jätnud, näiteks kontorilauale. Kui te kindel olete, et see on varguses, siis paneme kohe tegutama.",output_ID.ee
"user: Tere! Ma olen ajakirjanik ja ma huvitatav politsei pressilisti liikmeks saamiseks. Kuidas ma saan liituda?
assistant: Tere! Politsei- ja Piirivalveamet jagab pressilistidega pressiteateid, eelmisel ööpäeval politseis registreeritud sündmuste kokkuvõtteid ja inimkannatanutega liiklusõnnetuste ülevaateid. Liitumissoovi saad saata aadressile, mis on leitav meie veebilehel. Saada kiri, kus märkige palun oma nimi, e-posti aadress ja väljaande nimi.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et mul on küsimus elamisõiguse kohta. Kuidas see üldse menetletakse Politsei- ja Piirivalveametis?
assistant: Tere! Jah, küsimus on väga mõistlik. Menetlemine algab sellega, et Politsei- ja Piirivalveamet kontrollib, et kõik taotluses esitatud dokumendid on nõuetekohased. Peab olema näiteks kehtiv ID kaart. Seejärel kontrollitakse, et sa soodsad tingimused elamisõiguse saamiseks täidetakse. Kui on midagi puuduvat, võtame sind teada.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma tahaks teada, kas Kuressaare arestimajasse saab saata pakke sugulastele või sõpradele, kes seal viibivad?
assistant: Tere! Kuressaare arestimajasse ei tohi pakke üldse tuua. Arestialustele neid lubatud ei ole.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma saan aru, et ma pean DigiDoc4-i oma arvutis leidma, aga ma ei suuda seda leida. Kas teil on mõni nõuadav?
assistant: Tere! Jah, küllap! Palju õnne, et kontrollisid. Üldiselt paigaldatakse DigiDoc4-i Windowsi arvutitesse automaatselt arvuti töölehele. Pärast paigaldust peaks töölehel olema DigiDoc4 ikoon. Kuidas see tööleht välja näeb? Kas sa näed seal midagi, kuhu sa võiksid hiirega topeltklõpsata?",output_ID.ee
"user: Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) töötab isikuandmetega. Kuidas see üldiselt käib?
assistant: Tere! See on õige. TTJA töötleb isikuandmeid erinevates infosüsteemides, näiteks kui saame sinult kirja või oled mõne menetluse osaline. Need võivad olla ka tundlikud andmed. Kõik töötlemine toimub kooskõlas isikuandmete kaitse seadusega.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kas saaksite öelda, mida Riigiportaalis eesti.ee saab teha?
assistant: Muidugi! Riigiportaalis eesti.ee on väga palju erinevaid asju. See on keskoht, kus saab hallata oma riigiga seotud infot. Näiteks saab kontrollida digiretsepte, haridusinformaat, vaadata oma elukohaandmeid ja palju muud. Põhimõtteliselt on see keskoht, kust saab juurde kõikvõimalikku infot, mis sinu elukaasale kuuluvaid asju puudutab. Kas saaksite öelda, millest te konkreetselt huvitatud olete?",output_ID.ee
"user: Tere! Ma püüan mobiil-IDga dokumenti allkirjastada, aga saan veateate. Mis ma teha saan?
assistant: Tere! Palun, andke teada, mis veateadet just saate? See aitab meil probleemi paremini mõistata. Kui teate veateate numbrit või tekstisummarit, siis palun jagage seda koos teiega tehtud toiminguga.",output_ID.ee
"user: Tere! Ma kuulsin, et piiripunktis ei ole alati politseinikke. Kas see on tõsi?
assistant: Jah, see on õige. Politsei ametnikud ei viibi piiripunktis alaliselt. Nad teostavad piirikontrolli väljakutsel.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et on oluline teada, kuhu pöörduda, kui satud kelmuse ohvriks. Mis on esimene asi, mida ma peaksin tegema?
assistant: Tere! See on väga hea küsimus. Esiteks, kui sa avastad, et oled pangamakse teinud kelmidele, siis võta kohe ja alati ühendust oma pangaga. Swedbanki lehel on selle kohta täiendav info: https://www.swedbank.ee/private/d2d/ebanking/secureBanking , samuti SEB Pangal: https://www.seb.ee/foorum/kuberkuritegevus-kuidas-end-kaitsta , LHV-l: https://www.lhv.ee/et/turvalisus ja Luminoril: https://luminor.ee/petuskeemid?static=true",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kaotasin oma isikukaarti. Kust ma saan Jõhvi politseijaoskonna aadressi?
assistant: Tere! Jõhvi politseijaoskond asub aadressil Rahu 38, 41588 Jõhvi.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma elan välismaal ja tahan teada, kuidas saan elamisloakaarti taotleda. On see võimalik?
assistant: Tere! Jah, välismaal saab elamisloakaarti taotleda, aga erandkorras. See on võimalik, kui sa ei ole Euroopa Liidu liikmesriigi kodanik, sul on kehtiv Eesti elamisluba või elamisõigus ning sinu välismaa elukoht on registreeritud Eesti rahvastikuregistris. Kas sa vastad neile tingimustele?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Kas ma saan uue ID-kaardi tellida?
assistant: Tere! Jah, seda on võimalik. Uue ID-kaardi saab taotleda Politsei- ja Piirivalveametist. See on kõikidele Eesti kodanikele kohustuslik isikutõendav dokument. Kui saad uue ID-kaardi, saad ka koos sellega koodiümbriku, millesse on trükieritud turvakoode - PIN ja PUK koodid. Küll aga, see on oluline, et teadaksid, et uue ID-kaardi saab tellida ka kauplustest alates jaanuari 2023. Kas sa oled pärituusama ID-kaardi tellimisel kindlamalt huvitatud?",output_ID.ee
"user: Tere! Mul on küsimusi hoonete energiatõhususe kohta. Mis on Tarbijakaitse ja Tehnilise Järevalve Ameti (TTJA) roll selles küsimuses?
assistant: Tere! TTJA järelvalvab hoonete energiatõhususe miinimumnõuete täitmist. See tähendab, et nad tagavad, et uued ja rekonstrueeritud hooned vastavad kehtivatele standarditele. Nad määravad ka suurettevõtetele energiaaudiidikohustuse täitmist.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan teada, kuidas toimib Eesti kodakondsuse taotlus täiskasvanule. Mis juhtub siis, kui ma olen kodakondsuse taotluse esitanud?
assistant: Tere! Pärast kodakondsuse taotluse esitamist edastatakse kõik dokumendid kuue kuu jooksul Vabariigi Valitsusele. Nad teevad otsust, kas sulle kodakondsus antakse.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen üsna uus Tarbijakaitse ja Tehnilise Järelevalve Ameti tööle ja ma kuulen palju raadiosageduste kasutamisest. Mis see tähendab ja miks on see ametile oluline?
assistant: Tere! See on hea küsimus. Raadiosageduste kasutamine tähendab lihtsalt seda, kuidas erinevad seadmed – näiteks raadiod, mobiiltelefonid ja WiFi-ruuterid – kasutavad õhuvõrku signaali edastamiseks. Tarbijakaitse ja Tehnilise Järelevalve Amet (TJJA) on sellega seotud, et tagada, et need seadmed ei häiri teineteist ja et kasutatakse sagedusi vastavalt kehtivatele reeglitele ja planeerimisele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et ma saan aru, et me räägime ID-kaardi sertifikaatidest. Aga kuidas need sertifikaadid üldse töötavad? Miks on need vajalikud?
assistant: Tere! Jah, täiesti! Sertifikaadid on olulised ID-kaardi, elamisloakaardi, digi-ID ja diplomaatilise isikutunnistuse kasutamisel e-teenustes. Need on nagu digitaalne võti, mis võimaldab teil kindlustada oma identiteeti veebis. Need kinnitavad, et te olete selle dokumendi omanik.",output_ID.ee
"user: Mis on tarbijavaidluste komisjoni ülesanne?
assistant: Tarbijavaidluste komisjoni ülesanne on lahendada vaidlusi tarbijate ja ettevõtjate vahel, mis on tekkinud tarbimise seadusest või muudest seadusest tulenevate kohustuste rikkumisest. See on viis tarbijale vaidluse lahendamiseks kohtuvälise menetluse kaudu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et pürotehnika kasutamisega on teatud reeglid. Kas sa saaksid mulle rääkida millestki olulisest?
assistant: Tere! Jah, kindlasti. Oluline on teada, et pürotehniliste toodete kasutamisel tuleb arvestada avalikku korda. Näiteks, F4- ja T2-kategooria pürotehnikat tohib kasutada ainult pürotehnik ise. Kas sa teadsid seda?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulen, et Tarbijakaitseametis on mingi Tarbijavaidluste komisjon. Mis see komisjon teeb?
assistant: Tere! Jah, Tarbijavaidluste komisjon on Tarbijakaitse ja Tehnilise Järelevalve Ameti juures. See komisjon vahendab Sinu vaidlusi kauplejaga, kui Te ei ole saanud sellega ise lahendust leida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan teada, mis see raudtee kaitsevöönd täpselt on ja miks see üldse on oluline?
assistant: Tere! Raudtee kaitsevöönd on tsoon raudtee läheduses, mis on mõeldud tagama, et raudtee saab toimida häireteta ja et raudteelt lähtuvad ohtud, näiteks müra või vibratsioon, ei kahjustaks elanikke. See on ka see, et tagada liiklussaated on nähtavad ja et midagi ei takista raudteeohutust.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma ei ole päris kindel, kuidas riiklikes e-teenustes autentimine töötab. Kas ma pean iga kord, kui ma mõnda e-teenust kasutan, ise uuesti sisse logima?
assistant: Tere! See on väga hea küsimus. Põhjaosalt jah, igas e-teenuses pead peaaegu alati uuesti sisse logima. Küll aga on olemas võimalus, et kui sa oled juba ühe e-teenuse kaudu sisse logitud, siis saad sama sisselogimiskättelisuse ka teistes e-teenustes kasutada. Seda ei pea iga kord uuesti tegema.",output_ID.ee
"user: Tere! Ma kuulsin midagi piirkondliku politseitöö kohta. Mis see tähendab?
assistant: Tere! Piirkondlik politseitöö on politseitöö vorm, mis keskendub probleemide lahendamisele konkreetses piirkonnas ja tugineb kogukonnakesksetele põhimõtetele. See tähendab, et politsei püüab lähemalt tulla kogukonnale ja arvestada selle vajadusi.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et Digidoc-failid on minu tööle tegelikult väga olulised. Aga ma ei ole päris kindel kõigest, mis seal sees on. Kas saate mulle põgusalt öelda, milliseid eri formaate seal üldse on?
assistant: Tere! Päev! Muidugi, ma saan. Digidoc-failides on mitut erinevat formaati. Üsna paljudes ID-tarkvara versioonides toetatakse BDOC, CDOC ja ASICE formaate. Lisaks on olemas veel ENCDOC-XML, mis on krüpteeritud DigiDoc formaat. Kas te raatsite täpsemalt mõelda, millise formaadi kohta te soovite rohkem teada?",output_ID.ee
"user: Tere! Ma olen huvitatud lapsele Eesti kodakondsuse taotlemisest. Kuidas see menetlus üldiselt toimib?
assistant: Tere! Põhiliselt on nii, et kui te esitate taotluse, siis Politsei- ja Piirivalveamet edastab dokumendid kolme kuu jooksul Vabariigi Valitsusele otsustamiseks. See on selle taotluse esialgne menetlus.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kahtlustan, et minu autoga on midagi viga. Kas ma saan selle kohta infot Lääne-Harju Kesklinna politseijaoskonna käest?
assistant: Tere! Politseijaoskond ise teab tegelikult vähe sellest. Autovariante saaksite küsida näiteks liiklusregistrist. Lääne-Harju Kesklinna politseijaoskond asub Kolde pst 65, Tallinn, ja on avatud esmaspäevast reedeni kell 9.00-17.00.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus reklaamide kohta. Kas Tarbijakaitse Ameti poolt on reklaamidele mingid reeglid kehtestatud?
assistant: Jah, on küll! Reklaamidele on kehtestatud mitmeid reegleid. Näiteks, reklaam peab tavalise tähelepanu korral selgelt eristuma muust teabest – see peaks kohe aru saada, et tegemist on reklaamiga. Samuti peab selgeks saama, kes reklaami tellija on – näiteks firma nimi või domeeninimi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan lapsele ID-kaarti taotleda. Kuidas ma selle riigilõivu kõige paremini maksta saan?
assistant: Tere! ID-kaardi taotlemisel iseteeninduses saad riigilõivu koheselt tasuda, pole vaja eraldi pangaülekannet. Kui aga soovid pangast maksta, siis saaja on Rahandusministeerium, viitenumber on 2900082443. Selgitusse märgi „ID-kaardi taotlemine“ ja lapse nimi, isikukood või sünniaeg. Kas soovid, et ma sulle pangakontode numbreid ütleksin?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et DigiDoc4 on uus programm, millega saab failid turvaliseks teha. Kas saaksite palun rääkida, kuidas see täpselt toimib?
assistant: Tere! Päev vastu ja jah, DigiDoc4 on just selline programm. See aitab krüpteerida dokumente, et neid ei pääseta võõraste käed. Põhiseadme on see, et need failid saavad avada ainult need, kellele selleks luba antud on. Kas teadaksite, kust alustada?",output_ID.ee
"user: Tere! Ma saan probleeme ID-kaardi kasutamisega veebis. Mida ma peaksin tegema?
assistant: Tere! Ma saan aru, et sul on raskusi ID-kaardi kasutamisega veebis. Palju õnne, see on levinud probleem. Lühidalt, kõigepealt kontrollige, et veebilehitsejas on lubatud ID-kaardi sertifikaatide kasutamine. Kas sul on mõeldud Chrome, Edge, Firefox või mõni teine brauser?",output_ID.ee
"user: Tere! Ma tahan küsida Kuressaare arestimajast. Kas sinna saab pakke toimetada?
assistant: Tere! Kuressaare arestimajja ei tohi arestalustele pakke tuua. Vahistatule on aga lubatud üks pakk kalendrikuus.",output_Politsei-_ja_Piirivalveamet
